time,ENV.pressure.Pa,ENV.temperature.K,PHOT.jbrcl.s-1,PHOT.jbro.s-1,PHOT.jbrono2_a.s-1,PHOT.jbrono2_b.s-1,PHOT.jccl4.s-1,PHOT.jcf2cl2.s-1,PHOT.jcf2clbr.s-1,PHOT.jcf3br.s-1,PHOT.jcfc113.s-1,PHOT.jcfc114.s-1,PHOT.jcfc115.s-1,PHOT.jcfcl3.s-1,PHOT.jch2br2.s-1,PHOT.jch2o_a.s-1,PHOT.jch2o_b.s-1,PHOT.jchbr3.s-1,PHOT.jch3ccl3.s-1,PHOT.jch3cl.s-1,PHOT.jch3ooh.s-1,PHOT.jch4_a.s-1,PHOT.jch4_b.s-1,PHOT.jcl2.s-1,PHOT.jcl2o2.s-1,PHOT.jclo.s-1,PHOT.jclono2_a.s-1,PHOT.jclono2_b.s-1,PHOT.jco2.s-1,PHOT.jh2402.s-1,PHOT.jh2o_a.s-1,PHOT.jh2o_b.s-1,PHOT.jh2o_c.s-1,PHOT.jhbr.s-1,PHOT.jhcfc141b.s-1,PHOT.jhcfc142b.s-1,PHOT.jhcfc22.s-1,PHOT.jhcl.s-1,PHOT.jhno3.s-1,PHOT.jho2no2_a.s-1,PHOT.jho2no2_b.s-1,PHOT.jhobr.s-1,PHOT.jhocl.s-1,PHOT.jn2o.s-1,PHOT.jn2o5_a.s-1,PHOT.jn2o5_b.s-1,PHOT.jno.s-1,PHOT.jno3_a.s-1,PHOT.jno3_b.s-1,PHOT.jo2_a.s-1,PHOT.jo2_b.s-1,PHOT.jo3_a.s-1,PHOT.jo3_b.s-1,PHOT.joclo.s-1,PHOT.jno2.s-1,PHOT.jch3br.s-1,PHOT.jh2o2.s-1,,
171000,5201.590993,213.3163,0.01557124,0.05948469,0.000564832,0.001382864,7.32E-09,4.93E-10,2.33E-08,1.78E-09,6.81E-10,4.69E-11,3.58E-12,4.68E-09,2.97E-08,4.79E-05,0.000101488,1.78E-06,6.74E-09,1.11E-10,8.16E-06,0.00E+00,0.00E+00,0.003644515,0.002800212,0.000253934,4.83E-05,9.15E-06,1.38E-15,1.83E-08,1.51E-14,0.00E+00,0.00E+00,1.24E-08,1.08E-09,7.92E-12,2.09E-12,1.87E-10,6.61E-07,1.89E-06,1.74E-05,0.003354076,0.000431263,2.43E-10,2.49E-05,7.47E-08,2.83E-14,0.2484694,0.01088634,0.00E+00,9.27E-14,3.39E-05,0.000571167,0.1043049,0.01366205,8.90E-09,8.72E-06,,
172800,5201.590993,213.2273,0.01456747,0.05436444,0.000520243,0.001273698,1.65E-09,1.06E-10,8.68E-09,3.98E-10,1.51E-10,1.02E-11,7.96E-13,1.06E-09,6.62E-09,4.10E-05,9.26E-05,1.42E-06,1.52E-09,2.44E-11,7.18E-06,0.00E+00,0.00E+00,0.003353901,0.00253447,0.000190271,4.38E-05,7.80E-06,1.66E-16,6.18E-09,1.36E-15,0.00E+00,0.00E+00,2.78E-09,2.38E-10,1.69E-12,4.56E-13,4.18E-11,4.94E-07,1.57E-06,1.61E-05,0.003106385,0.000390776,5.40E-11,2.13E-05,1.75E-08,7.44E-16,0.230211,0.01004584,0.00E+00,2.06E-14,2.28E-05,0.000522728,0.09711415,0.01273144,1.99E-09,7.56E-06,,
174600,5201.590993,213.1433,0.01393624,0.04929369,0.000482699,0.001181781,3.88E-10,1.72E-11,4.15E-09,9.84E-11,2.88E-11,1.80E-12,1.58E-13,2.21E-10,1.60E-09,3.33E-05,8.38E-05,1.08E-06,3.28E-10,4.42E-12,6.15E-06,0,0,0.003085466,0.0022775,0.000123144,3.97E-05,6.38E-06,4.37E-18,2.75E-09,2.12E-17,0,0,6.34E-10,4.42E-11,2.75E-13,8.39E-14,8.21E-12,3.48E-07,1.25E-06,1.48E-05,0.002911709,0.000350886,1.03E-11,1.75E-05,4.65E-09,1.17E-18,0.2219446,0.009690247,0,4.92E-15,1.26E-05,0.000494482,0.09142067,0.01200012,4.76E-10,6.33E-06,,
176400,5201.590993,213.0738,0.01196546,0.03910818,0.000397822,0.000973977,2.01E-10,7.62E-12,2.01E-09,5.18E-11,1.38E-11,8.30E-13,7.68E-14,1.10E-10,8.24E-10,2.21E-05,6.61E-05,6.70E-07,1.64E-10,2.07E-12,4.52E-06,0,0,0.002504553,0.001794475,5.58E-05,3.17E-05,4.40E-06,2.33E-21,1.38E-09,3.56E-21,0,0,3.25E-10,2.09E-11,1.23E-13,3.96E-14,3.98E-12,1.97E-07,8.29E-07,1.31E-05,0.002432461,0.000275341,4.94E-12,1.21E-05,2.49E-09,9.65E-25,0.1883387,0.008165137,0,2.56E-15,5.16E-06,0.000409232,0.07686955,0.01011481,2.48E-10,4.50E-06,,
178200,5201.590993,213.0149,0.009972703,0.02635799,0.000302901,0.000741585,9.02E-11,3.42E-12,5.24E-10,2.33E-11,6.17E-12,3.72E-13,3.45E-14,4.92E-11,3.71E-10,9.73E-06,4.38E-05,2.73E-07,7.38E-11,9.28E-13,2.65E-06,0,0,0.001797333,0.001232961,8.29E-06,2.27E-05,2.31E-06,5.00E-32,3.92E-10,1.41E-33,0,0,1.46E-10,9.36E-12,5.50E-14,1.78E-14,1.78E-12,6.93E-08,4.00E-07,1.14E-05,0.001905336,0.000185852,2.22E-12,6.32E-06,1.12E-09,0.00E+00,0.1600393,0.006972841,0,1.15E-15,1.23E-06,0.000339389,0.06003907,0.007934649,1.12E-10,2.46E-06,,
180000,5201.590993,212.9661,0.000813954,0.00048054,1.66E-05,4.05E-05,9.83E-12,3.91E-13,2.89E-11,2.51E-12,6.99E-13,4.23E-14,3.87E-15,5.51E-12,3.96E-11,1.09E-07,7.35E-07,3.67E-09,8.21E-12,1.06E-13,4.23E-08,0,0,5.40E-05,3.96E-05,1.75E-07,6.84E-07,3.42E-08,0.00E+00,2.25E-11,0.00E+00,0,0,1.60E-11,1.06E-12,6.24E-15,2.00E-15,2.01E-13,9.70E-10,5.50E-09,9.85E-06,0.000128909,4.46E-06,2.50E-13,1.01E-07,1.22E-10,0.00E+00,0.04271069,0.002672279,0,1.24E-16,2.51E-08,0.000114955,0.002275812,0.000266141,1.21E-11,3.59E-08,,
181800,5201.590993,212.9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
183600,5201.590993,212.8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
185400,5201.590993,212.8938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
187200,5201.590993,212.9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
189000,5201.590993,212.9283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
190800,5201.590993,212.9692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
192600,5201.590993,213.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
194400,5201.590993,213.0704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
196200,5201.590993,213.1238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
198000,5201.590993,213.1698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
199800,5201.590993,213.2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
201600,5201.590993,213.2336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
203400,5201.590993,213.2486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
205200,5201.590993,213.2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
207000,5201.590993,213.2377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
208800,5201.590993,213.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
210600,5201.590993,213.1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
212400,5201.590993,213.1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
214200,5201.590993,213.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
216000,5201.590993,213.0558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
217800,5201.590993,213.0084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
219600,5201.590993,212.9576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
221400,5201.590993,212.9148,1.14E-05,3.10E-05,3.42E-07,8.38E-07,5.14E-13,1.83E-14,1.76E-12,1.36E-13,3.33E-14,2.00E-15,1.88E-16,2.69E-13,2.21E-12,9.23E-09,5.14E-08,2.96E-10,4.08E-13,4.99E-15,2.98E-09,0,0,2.10E-06,1.42E-06,1.60E-08,2.64E-08,2.55E-09,0,1.33E-12,0,0,0,8.29E-13,5.06E-14,2.96E-16,9.77E-17,9.67E-15,8.01E-11,4.31E-10,9.83E-06,2.19E-06,2.14E-07,1.20E-14,6.88E-09,6.35E-12,0,0.000710718,0.000100677,0,6.69E-18,2.15E-09,4.04E-06,7.01E-05,9.39E-06,6.46E-13,2.70E-09,,
223200,5201.590993,212.8752,0.007991894,0.01790347,0.000229304,0.000561399,5.72E-11,2.17E-12,2.39E-10,1.48E-11,3.92E-12,2.37E-13,2.19E-14,3.12E-11,2.35E-10,4.89E-06,2.92E-05,1.40E-07,4.68E-11,5.90E-13,1.67E-06,0,0,0.001287189,0.000869135,2.22E-06,1.65E-05,1.38E-06,0.00E+00,1.84E-10,0.00E+00,0,0,9.26E-11,5.95E-12,3.49E-14,1.13E-14,1.13E-12,3.34E-08,2.26E-07,1.07E-05,0.00146514,0.000129067,1.41E-12,3.77E-06,7.09E-10,0.00E+00,0.1272357,0.005509638,0,7.30E-16,5.92E-07,0.000269313,0.04574071,0.006059174,7.07E-11,1.48E-06,,
225000,5201.590993,212.8476,0.01162391,0.03608509,0.000377212,0.000923519,1.55E-10,5.90E-12,1.40E-09,4.00E-11,1.06E-11,6.43E-13,5.94E-14,8.48E-11,6.35E-10,1.84E-05,6.08E-05,5.38E-07,1.27E-10,1.60E-12,4.01E-06,0,0,0.00234479,0.001657115,3.54E-05,2.96E-05,3.78E-06,2.02E-23,9.84E-10,1.50E-23,0,0,2.51E-10,1.62E-11,9.49E-14,3.07E-14,3.08E-12,1.51E-07,6.96E-07,1.26E-05,0.002324681,0.000253335,3.82E-12,1.04E-05,1.92E-09,1.32E-28,0.1849298,0.008039647,0,1.98E-15,3.26E-06,0.000398002,0.07347543,0.009677931,1.92E-10,3.92E-06,,
226800,5201.590993,212.8316,0.0136052,0.04683844,0.000464561,0.001137373,3.06E-10,1.22E-11,3.38E-09,7.84E-11,2.15E-11,1.31E-12,1.20E-13,1.70E-10,1.26E-09,3.01E-05,7.95E-05,9.55E-07,2.54E-10,3.26E-12,5.71E-06,0,0,0.002953594,0.002159381,0.000100013,3.78E-05,5.80E-06,6.73E-19,2.25E-09,2.50E-18,0,0,4.97E-10,3.28E-11,1.96E-13,6.22E-14,6.20E-12,2.99E-07,1.12E-06,1.43E-05,0.002815476,0.000332277,7.74E-12,1.59E-05,3.76E-09,4.31E-20,0.2173863,0.009493352,0,3.89E-15,9.86E-06,0.00048052,0.08851971,0.01162672,3.77E-10,5.82E-06,,
228600,5201.590993,212.842,0.01488386,0.05404006,0.000523701,0.001282165,1.16E-09,6.39E-11,7.11E-09,2.85E-10,9.70E-11,6.36E-12,5.20E-13,7.06E-10,4.69E-09,3.92E-05,9.19E-05,1.33E-06,1.03E-09,1.54E-11,7.00E-06,0.00E+00,0.00E+00,0.003356666,0.00251522,0.000170102,4.36E-05,7.48E-06,6.23E-17,4.93E-09,4.47E-16,0.00E+00,0.00E+00,1.92E-09,1.51E-10,1.02E-12,2.89E-13,2.72E-11,4.52E-07,1.49E-06,1.58E-05,0.003141732,0.000387495,3.48E-11,2.05E-05,1.30E-08,1.41E-16,0.2386311,0.0104511,0.00E+00,1.45E-14,1.96E-05,0.000537806,0.09822904,0.01288234,1.40E-09,7.31E-06,,
230400,5201.590993,212.8561,0.01556567,0.05876167,0.000560565,0.001372418,4.63E-09,3.12E-10,1.66E-08,1.12E-09,4.32E-10,2.97E-11,2.27E-12,2.97E-09,1.87E-08,4.63E-05,0.000100187,1.68E-06,4.27E-09,7.05E-11,7.96E-06,0.00E+00,0.00E+00,0.003611255,0.002758822,0.000235038,4.76E-05,8.82E-06,7.64E-16,1.27E-08,7.75E-15,0.00E+00,0.00E+00,7.81E-09,6.85E-10,5.01E-12,1.32E-12,1.19E-10,6.07E-07,1.80E-06,1.70E-05,0.003336685,0.000424995,1.54E-10,2.41E-05,4.73E-08,1.07E-14,0.2492809,0.01092956,0.00E+00,5.83E-14,3.02E-05,0.000570475,0.1038666,0.01360763,5.61E-09,8.46E-06,,
232200,5201.590993,212.8746,0.01637958,0.06297647,0.000597484,0.001462805,1.31E-08,9.58E-10,3.72E-08,3.15E-09,1.28E-09,8.97E-11,6.68E-12,8.61E-09,5.30E-08,5.24E-05,0.000107489,2.03E-06,1.23E-08,2.12E-10,8.81E-06,0.00E+00,0.00E+00,0.003849391,0.002983326,0.000295659,5.14E-05,1.00E-05,3.67E-15,3.03E-08,4.61E-14,0.00E+00,0.00E+00,2.23E-08,2.04E-09,1.54E-11,3.98E-12,3.50E-10,7.85E-07,2.10E-06,1.82E-05,0.003540193,0.00045892,4.57E-10,2.73E-05,1.29E-07,1.50E-13,0.2641707,0.01161522,0.00E+00,1.66E-13,4.16E-05,0.000610611,0.1097039,0.01436288,1.59E-08,9.48E-06,,
234000,5201.590993,212.8892,0.01723843,0.06705371,0.000634447,0.001553302,2.55E-08,2.00E-09,6.63E-08,6.09E-09,2.60E-09,1.85E-10,1.35E-11,1.71E-08,1.04E-07,5.80E-05,0.000114531,2.40E-06,2.43E-08,4.34E-10,9.62E-06,0.00E+00,0.00E+00,0.004083671,0.003200964,0.000352512,5.51E-05,1.12E-05,1.05E-14,5.57E-08,1.52E-13,0.00E+00,0.00E+00,4.37E-08,4.16E-09,3.21E-11,8.16E-12,7.07E-10,9.82E-07,2.38E-06,1.93E-05,0.003746847,0.000491687,9.23E-10,3.03E-05,2.40E-07,8.40E-13,0.2804594,0.01236909,0.00E+00,3.26E-13,5.25E-05,0.000653091,0.1156408,0.01513223,3.10E-08,1.04E-05,,
235800,5201.590993,212.9061,0.01579705,0.06418277,0.000596198,0.001459657,4.51E-08,3.48E-09,1.12E-07,1.09E-08,4.52E-09,3.22E-10,2.35E-11,2.98E-08,1.86E-07,5.81E-05,0.000109908,2.62E-06,4.25E-08,7.55E-10,9.48E-06,0.00E+00,0.00E+00,0.003870292,0.00307518,0.000378685,5.28E-05,1.13E-05,2.19E-14,9.52E-08,3.50E-13,0.00E+00,0.00E+00,7.71E-08,7.25E-09,5.59E-11,1.43E-11,1.23E-09,1.14E-06,2.46E-06,1.96E-05,0.00349428,0.000472283,1.60E-09,3.05E-05,4.25E-07,2.72E-12,0.2489492,0.01089438,0.00E+00,5.81E-13,0.000059831,0.000587754,0.1078552,0.01410744,5.51E-08,1.04E-05,,
237600,5201.590993,212.9137,0.01738948,0.06951065,0.000652019,0.001596322,6.51E-08,5.07E-09,1.59E-07,1.58E-08,6.55E-09,4.67E-10,3.40E-11,4.29E-08,2.71E-07,6.37E-05,0.000118944,3.04E-06,6.12E-08,1.10E-09,1.04E-05,0.00E+00,0.00E+00,0.004202961,0.003353024,0.000428017,5.78E-05,1.25E-05,3.66E-14,1.36E-07,6.28E-13,0.00E+00,0.00E+00,1.11E-07,1.05E-08,8.14E-11,2.07E-11,1.78E-09,1.37E-06,2.75E-06,2.07E-05,0.003826499,0.000513867,2.32E-09,3.35E-05,6.11E-07,6.13E-12,0.2820147,0.01243942,0.00E+00,8.43E-13,6.97E-05,0.000665068,0.1175843,0.01537662,7.97E-08,1.14E-05,,
239400,5201.590993,212.9082,0.01691446,0.06867567,0.000640373,0.001567808,8.50E-08,6.58E-09,2.07E-07,2.07E-08,8.49E-09,6.06E-10,4.42E-11,5.57E-08,3.58E-07,6.42E-05,0.000117632,3.26E-06,7.95E-08,1.42E-09,1.04E-05,0.00E+00,0.00E+00,0.004137281,0.003322296,0.000445557,5.72E-05,1.26E-05,5.22E-14,1.77E-07,9.39E-13,0.00E+00,0.00E+00,1.45E-07,1.36E-08,1.06E-10,2.70E-11,2.31E-09,1.52E-06,2.83E-06,2.10E-05,0.003746802,0.000508843,3.00E-09,3.38E-05,7.99E-07,1.06E-11,0.2718898,0.01196956,0.00E+00,1.11E-12,7.47E-05,0.000644939,0.1150461,0.01504143,1.05E-07,1.15E-05,,
241200,5201.590993,212.8866,0.01565341,0.0654975,0.000603074,0.001476492,1.02E-07,7.82E-09,2.48E-07,2.50E-08,1.01E-08,7.21E-10,5.27E-11,6.64E-08,4.33E-07,6.28E-05,0.000112387,3.39E-06,9.50E-08,1.69E-09,1.01E-05,0.00E+00,0.00E+00,0.003920038,0.00317432,0.000451019,5.46E-05,1.24E-05,6.53E-14,2.12E-07,1.21E-12,0.00E+00,0.00E+00,1.74E-07,1.62E-08,1.26E-10,3.21E-11,2.75E-09,1.62E-06,2.82E-06,2.10E-05,0.003510506,0.000486121,3.57E-09,3.32E-05,9.65E-07,1.50E-11,0.2454845,0.01074247,0.00E+00,1.34E-12,7.76E-05,0.000588154,0.107833,0.01409454,1.26E-07,1.12E-05,,
243000,5201.590993,212.8557,0.01597747,0.06653091,0.000614165,0.001503646,1.09E-07,8.45E-09,2.65E-07,2.68E-08,1.09E-08,7.78E-10,5.67E-11,7.12E-08,4.64E-07,6.38E-05,0.000114135,3.49E-06,1.02E-07,1.82E-09,1.02E-05,0.00E+00,0.00E+00,0.003985415,0.00322826,0.000460163,5.56E-05,1.27E-05,7.33E-14,2.26E-07,1.38E-12,0.00E+00,0.00E+00,1.87E-07,1.74E-08,1.36E-10,3.46E-11,2.96E-09,1.68E-06,2.88E-06,2.12E-05,0.00357701,0.000494165,3.84E-09,3.37E-05,1.03E-06,1.79E-11,0.2522851,0.0110604,0.00E+00,1.43E-12,7.96E-05,0.000603879,0.1097835,0.01434922,1.35E-07,1.14E-05,,
244800,5201.590993,212.8175,0.01558089,0.0654154,0.000601657,0.001473021,1.11E-07,8.54E-09,2.68E-07,2.71E-08,1.10E-08,7.86E-10,5.73E-11,7.20E-08,4.70E-07,6.30E-05,0.000112272,3.48E-06,1.03E-07,1.84E-09,1.01E-05,0.00E+00,0.00E+00,0.003911939,0.00317358,0.000456751,5.46E-05,1.25E-05,7.44E-14,2.29E-07,1.41E-12,0.00E+00,0.00E+00,1.89E-07,1.76E-08,1.37E-10,3.50E-11,2.99E-09,1.68E-06,2.86E-06,2.11E-05,0.003499689,0.000485873,3.88E-09,3.33E-05,1.04E-06,1.82E-11,0.2440202,0.01067587,0.00E+00,1.45E-12,7.92E-05,0.00058556,0.1074594,0.01404479,1.36E-07,1.13E-05,,
246600,5201.590993,212.7738,0.01536986,0.06471929,0.000594259,0.001454909,1.05E-07,8.05E-09,2.53E-07,2.56E-08,1.04E-08,7.42E-10,5.41E-11,6.81E-08,4.44E-07,6.23E-05,0.000111091,3.39E-06,9.74E-08,1.74E-09,9.97E-06,0.00E+00,0.00E+00,0.003868365,0.003136558,0.000449409,5.40E-05,1.24E-05,6.84E-14,2.17E-07,1.28E-12,0.00E+00,0.00E+00,1.79E-07,1.67E-08,1.29E-10,3.31E-11,2.83E-09,1.63E-06,2.81E-06,2.09E-05,0.003455723,0.000480379,3.67E-09,3.29E-05,9.85E-07,1.60E-11,0.239574,0.01046768,0.00E+00,1.37E-12,7.76E-05,0.000575145,0.1061805,0.01387796,1.29E-07,1.11E-05,,
248400,5201.590993,212.729,0.01539489,0.06450541,0.000593064,0.001451985,9.08E-08,7.00E-09,2.21E-07,2.22E-08,9.04E-09,6.46E-10,4.71E-11,5.93E-08,3.83E-07,6.14E-05,0.000110683,3.22E-06,8.48E-08,1.51E-09,9.86E-06,0.00E+00,0.00E+00,0.003860502,0.003119005,0.000435642,5.36E-05,1.21E-05,5.65E-14,1.88E-07,1.03E-12,0.00E+00,0.00E+00,1.55E-07,1.45E-08,1.13E-10,2.87E-11,2.46E-09,1.52E-06,2.74E-06,2.07E-05,0.003452995,0.000477992,3.20E-09,3.24E-05,8.55E-07,1.20E-11,0.2400473,0.01048678,0.00E+00,1.19E-12,7.40E-05,0.000574726,0.1062028,0.01388269,1.12E-07,1.10E-05,,
250200,5201.590993,212.6813,0.01610615,0.06605703,0.00061246,0.00149947,7.13E-08,5.55E-09,1.74E-07,1.73E-08,7.16E-09,5.11E-10,3.72E-11,4.69E-08,2.98E-07,6.15E-05,0.000113199,3.02E-06,6.70E-08,1.20E-09,9.94E-06,0.00E+00,0.00E+00,0.003972373,0.003185219,0.000421464,5.48E-05,1.21E-05,4.14E-14,1.49E-07,7.21E-13,0.00E+00,0.00E+00,1.22E-07,1.15E-08,8.91E-11,2.27E-11,1.95E-09,1.39E-06,2.68E-06,2.05E-05,0.003579947,0.000488392,2.53E-09,3.24E-05,6.69E-07,7.40E-12,0.2549671,0.01117851,0.00E+00,9.26E-13,6.96E-05,0.000605632,0.1101599,0.01440363,8.74E-08,1.10E-05,,
252000,5201.590993,212.6375,0.01621991,0.06567295,0.000611462,0.001497029,5.12E-08,3.97E-09,1.27E-07,1.24E-08,5.15E-09,3.67E-10,2.68E-11,3.38E-08,2.12E-07,5.98E-05,0.000112445,2.75E-06,4.83E-08,8.60E-10,9.73E-06,0.00E+00,0.00E+00,0.003962043,0.003153382,0.000393952,5.42E-05,1.16E-05,2.61E-14,1.08E-07,4.28E-13,0.00E+00,0.00E+00,8.76E-08,8.25E-09,6.37E-11,1.63E-11,1.40E-09,1.21E-06,2.54E-06,1.99E-05,0.003584279,0.000483983,1.82E-09,3.14E-05,4.82E-07,3.59E-12,0.25766,0.01130165,0.00E+00,6.61E-13,6.29E-05,0.000608419,0.1104798,0.01444941,6.26E-08,1.07E-05,,
253800,5201.590993,212.5972,0.01578697,0.06345809,0.000591436,0.001447998,3.16E-08,2.45E-09,8.05E-08,7.60E-09,3.19E-09,2.26E-10,1.65E-11,2.10E-08,1.29E-07,5.62E-05,0.000108591,2.40E-06,2.99E-08,5.31E-10,9.23E-06,0.00E+00,0.00E+00,0.003837267,0.003028015,0.000352159,5.20E-05,1.09E-05,1.36E-14,6.79E-08,2.03E-13,0.00E+00,0.00E+00,5.41E-08,5.10E-09,3.92E-11,1.00E-11,8.67E-10,1.01E-06,2.33E-06,1.91E-05,0.003474953,0.00046546,1.13E-09,2.94E-05,2.99E-07,1.26E-12,0.2491498,0.01090279,0.00E+00,4.05E-13,5.37E-05,0.000585159,0.1074452,0.01405742,3.85E-08,1.01E-05,,
255600,5201.590993,212.5672,0.0158031,0.06210735,0.000583524,0.001428626,1.61E-08,1.23E-09,4.40E-08,3.83E-09,1.62E-09,1.14E-10,8.41E-12,1.07E-08,6.48E-08,5.28E-05,0.000106135,2.09E-06,1.53E-08,2.69E-10,8.81E-06,0.00E+00,0.00E+00,0.003777159,0.002945206,0.000308406,5.07E-05,1.01E-05,5.32E-15,3.63E-08,7.02E-14,0.00E+00,0.00E+00,2.75E-08,2.59E-09,1.97E-11,5.05E-12,4.41E-10,8.28E-07,2.13E-06,1.83E-05,0.003444771,0.000453204,5.76E-10,2.75E-05,1.54E-07,2.75E-13,0.2508452,0.01098551,0.00E+00,2.04E-13,4.44E-05,0.000583465,0.1067835,0.01397758,1.95E-08,9.52E-06,,
